customer_id,current_linkedin_activity,email_domain,linkedin_skill_code,mentor_program_involvement,negative_review_in_past_5_years,recruiting_location_code,recruiting_method_code,weekly_consumption,years_of_membership,survey_attitude_towards_company,survey_attitude_towards_product_features,survey_attitude_towards_performance,survey_attitude_towards_usability,survey_attitude_towards_product_quality,survey_attitude_towards_customer_service,customer_churned
da3585e6-bf1f-43bb-a933-e730d338cabf,2,fastcompany.com,32498,2,0,88743,21249,46,2,2,6,1,2,3,5,1
8af09b4f-66a8-43b0-84b1-2a701dd461a7,4,mysql.com,32498,1,1,32498,43747,46,1,2,4,1,2,3,5,1
47c43df4-eb52-4843-aca9-1fe3f5f2fd39,2,timesonline.co.uk,21249,5,1,10000,21249,30,3,1,6,5,2,3,4,0
3adcf5b7-0ed4-4138-b4d9-8d80657a2a91,6,ucoz.com,10000,5,1,43747,32498,42,4,1,5,1,4,4,4,1
b7614475-12a5-41da-aead-5face3680c41,1,mysql.com,10000,2,1,54996,21249,30,4,3,5,6,2,1,5,0
ac5b60b5-4625-4a55-9d3f-374844f10bfa,1,timesonline.co.uk,21249,2,1,66245,43747,46,2,3,1,2,1,5,4,1
9e5ba39a-b683-4560-9e79-f59344143e48,2,mysql.com,21249,1,1,66245,10000,30,3,1,6,3,4,4,4,1
098a9a14-bcdc-40db-a529-e9833e9c7556,2,ucoz.com,10000,5,0,77494,21249,38,2,3,2,5,2,3,4,1
16f1152d-0476-40eb-b1e6-aed45c6d84b6,0,admin.ch,21249,3,1,54996,21249,50,4,3,2,7,1,4,5,0
8dbb4b41-59b8-48da-b036-a68c20d92041,2,admin.ch,10000,3,1,32498,43747,42,2,3,6,2,3,5,5,1
b51e714d-08d0-4fb3-a278-a0af58251f98,1,admin.ch,10000,3,0,32498,21249,46,3,1,2,5,2,4,3,1
448ca47e-9a6e-4b77-b753-47f786cd816d,5,fastcompany.com,10000,2,0,66245,32498,34,5,1,5,1,1,3,5,1
005657a0-e4bc-42c7-9ec0-dd92e0f179ca,1,mysql.com,10000,3,1,43747,32498,38,6,2,2,4,4,5,3,1
40a4e128-8197-4eac-8e14-4cda16705928,5,admin.ch,21249,1,1,21249,43747,38,3,1,3,3,2,3,3,1
feddd2a8-beba-42c8-8f1e-df7e7b575d4b,2,nih.gov,21249,1,1,77494,54996,46,5,1,3,2,2,4,5,0
0ffc5b5a-edfa-4342-8b2d-4c8bf1b48641,6,fastcompany.com,10000,1,1,66245,43747,38,4,1,4,5,3,5,5,1
5283035f-ad27-4607-8ff0-2aee301cdc15,2,mysql.com,88743,1,1,10000,43747,38,3,3,6,6,2,4,4,1
e2f3c38b-4c04-4022-80e7-3b8e6b1be609,1,admin.ch,10000,3,1,10000,43747,42,0,1,5,1,1,5,4,0
de7d62ae-8a9c-4395-976e-2bf5eb7cfa8c,6,nih.gov,21249,3,0,43747,43747,38,1,2,2,6,5,3,4,1
fe5391df-31b0-4935-85fd-edc09aae936a,1,timesonline.co.uk,10000,1,1,32498,54996,42,6,2,5,2,2,3,5,1
af1455f0-03b5-412c-a558-bfe35eeeaab2,2,mysql.com,10000,1,0,32498,10000,34,2,1,5,2,3,6,2,0
eca5d548-86ec-4b1b-893f-2332800845ce,4,mysql.com,21249,2,0,66245,21249,34,5,1,3,2,2,5,5,1
2cb16067-36ec-4a06-9f8a-e545e5325344,2,admin.ch,10000,1,1,21249,10000,30,6,1,4,5,3,6,5,1
f9097715-47bd-40d4-a1c3-ae0d906ae776,1,admin.ch,10000,1,1,54996,88743,38,4,5,6,3,1,4,4,0
57c253fc-dc98-47e6-9884-c568a39fee30,5,ucoz.com,10000,3,1,10000,10000,38,3,1,6,7,2,7,4,1
90c2e895-7112-4b8a-bc2f-38a74805c995,2,admin.ch,10000,1,0,66245,66245,42,4,3,4,2,2,3,5,0
046a63a8-7550-4b3d-a925-96547cb723bf,5,ucoz.com,21249,2,0,54996,88743,50,6,1,4,3,2,4,4,1
4bf698c6-73bd-4222-a4db-6a5de4d1e40c,3,fastcompany.com,10000,1,0,21249,21249,42,3,1,3,7,3,4,5,1
87b55ad3-9e57-4088-8c7f-fa39cfa0e1f0,0,timesonline.co.uk,10000,4,0,66245,88743,50,6,3,3,3,2,7,4,0
a7ddf6d9-d8b2-4dd4-9f81-e3ea4962c8fe,1,ucoz.com,10000,3,1,32498,32498,46,1,1,3,1,3,2,4,1
e0d902a5-534b-48d2-8833-f7aa39914180,6,timesonline.co.uk,32498,2,1,10000,32498,42,4,1,4,3,1,4,5,1
d3752cd5-2ebb-4b15-aa6e-45e53a53a05f,1,fastcompany.com,10000,1,0,66245,21249,50,2,1,5,3,1,5,3,1
e2c779d7-8090-4526-b5cf-e0b4f3b4feb6,6,timesonline.co.uk,10000,4,0,10000,43747,34,1,2,4,5,2,7,4,1
f8a78f0c-f786-4b32-acd6-3c62a1ae33ae,4,mysql.com,10000,1,1,43747,32498,42,2,3,6,5,1,3,5,1
03060e52-92b0-4dbe-9fa7-8e9846fc347e,6,mysql.com,10000,4,1,10000,21249,46,2,1,3,3,1,5,4,0
6892c809-a53b-40e4-bf00-3564cc496d8c,3,admin.ch,32498,2,0,43747,43747,34,2,1,6,3,2,2,5,1
26846612-16f8-47c0-8c30-15d19e577ef7,2,admin.ch,21249,2,1,54996,21249,38,2,2,4,2,3,2,2,0
a75935da-caa7-4d0a-93c8-cd46e82a9219,2,nih.gov,21249,2,0,32498,66245,34,2,1,5,7,1,4,2,1
4ff33b66-2b07-45b4-8151-a9e90971e674,3,timesonline.co.uk,10000,4,0,10000,54996,50,4,1,3,3,2,1,3,0
f858eaf9-30e9-4da6-8852-0af881f78a14,2,mysql.com,21249,2,1,43747,21249,42,1,3,6,1,2,1,2,0
242aff0d-2570-49d0-8db6-1c3c7809d439,4,mysql.com,10000,2,0,54996,54996,42,6,1,4,5,3,2,4,1
01fb3324-00c5-4dc4-ab24-9dd1b329d5e4,1,mysql.com,21249,2,1,32498,43747,50,3,1,1,2,2,5,5,0
2d706ce6-aa2c-4b40-bb92-38a537d4d99e,3,fastcompany.com,21249,1,1,21249,54996,46,2,3,2,4,4,4,5,0
9d3b0a49-34a9-4201-8c79-4b2acefad49f,3,ucoz.com,10000,5,1,77494,54996,38,2,2,4,3,3,3,1,1
8c801dc1-bcd5-46c2-9941-daddd9eb4e17,6,nih.gov,21249,2,1,54996,10000,50,4,2,3,3,2,7,5,1
f46d92aa-f7a4-48cd-a3b0-4650d4ca2050,3,mysql.com,10000,1,0,88743,32498,38,0,2,5,2,3,6,3,1
96d16517-a767-488b-b77e-c7ba4acf507f,4,fastcompany.com,21249,3,1,77494,21249,34,4,2,6,5,1,4,5,1
ae3a7493-f9c3-4d63-b3e3-dbd19fc9e604,4,mysql.com,21249,3,0,54996,32498,34,0,3,5,1,4,3,5,1
b0ad935a-1cfb-4b8a-b950-b850b71a75d0,2,admin.ch,10000,5,1,54996,54996,50,1,2,6,3,1,5,3,0
05e66ad6-4cc5-49fa-9e37-b782fb70a17a,6,mysql.com,10000,5,0,54996,32498,38,6,3,6,2,1,4,4,1
59d40f4a-ae73-4ff2-8e85-dee114d6b102,3,fastcompany.com,21249,1,0,54996,32498,46,5,2,5,3,1,5,4,1
73d1524a-4ba3-4347-a59d-805c214d51fd,0,nih.gov,21249,1,1,32498,43747,34,4,4,6,3,2,7,3,0
9f983073-dded-435f-bbbf-2f3e86e001dd,3,fastcompany.com,10000,1,0,66245,32498,42,1,2,6,4,3,3,5,1
0aa2a7f1-2d40-4033-9a89-912c2c373b1d,1,fastcompany.com,32498,5,0,88743,66245,50,1,2,4,4,1,4,4,1
12400616-ff23-45b0-a818-80190a16ce5b,4,nih.gov,21249,1,0,66245,10000,42,2,2,6,5,2,7,3,1
b57cbc39-c0a8-4391-93df-4ef049eb86e2,6,admin.ch,21249,3,0,88743,54996,42,6,4,6,3,1,4,5,1
a9483ced-255c-4350-b89d-a09d01b921f1,1,admin.ch,10000,3,1,54996,21249,46,1,2,5,3,1,1,4,1
a3d1f08e-6a98-47d9-a839-273cd82589eb,3,ucoz.com,21249,2,1,10000,88743,50,0,4,2,4,1,6,1,1
9ece68ca-49f3-419a-aa29-23b7f0714d2a,4,ucoz.com,10000,2,1,54996,43747,50,1,2,3,1,2,4,4,1
2855f163-c24b-4801-b04e-8e9b2693188e,2,admin.ch,10000,1,0,54996,21249,38,2,1,5,4,3,4,3,0
0f4932d6-50b5-402e-bbb4-3d8511502977,3,mysql.com,21249,4,0,88743,32498,38,6,1,3,2,2,4,3,1
0167fc04-e75a-48d3-a61c-3c47e828fd20,2,timesonline.co.uk,10000,5,0,66245,21249,30,0,2,5,4,3,3,4,1
30c714ce-8e47-4aab-a5aa-15712e52f632,3,ucoz.com,10000,1,0,43747,54996,46,2,3,4,4,1,7,3,1
5363a00c-61d7-424a-8178-bb55683cf04b,0,ucoz.com,10000,1,0,54996,54996,34,4,1,3,4,3,5,3,0
6fdca99c-d58e-4610-bef9-49cd190e819b,2,mysql.com,21249,1,0,77494,43747,34,1,2,6,2,2,1,3,0
2c8c8842-21fa-416b-b395-fe6875e84934,5,timesonline.co.uk,10000,2,1,77494,10000,42,4,1,2,3,5,3,4,1
7f9f1f4a-cdce-4b99-8660-f5c836ba60b8,2,nih.gov,10000,3,1,32498,21249,30,3,2,3,4,3,5,5,1
d8a75550-1fa9-448e-8e22-69a707c87285,4,mysql.com,21249,3,1,88743,21249,34,5,2,3,7,1,4,5,1
94e9cd5a-7416-45dd-ba88-a25be7439eb5,1,ucoz.com,21249,1,0,32498,66245,50,4,1,4,1,1,5,4,0
faea08e7-ba89-4cf4-b864-12cb9493819d,2,ucoz.com,21249,1,0,10000,32498,42,5,1,6,1,1,2,3,1
9aa30bb2-54e1-4692-9d90-0e44784ec8d5,2,timesonline.co.uk,10000,2,0,21249,21249,34,5,2,4,2,1,5,5,0
2ff01be8-16ad-43ac-9d48-e3c3d6842086,4,admin.ch,10000,5,0,10000,21249,38,0,1,4,4,2,7,4,1
7f295869-a419-4d2c-83fc-9b1e6a520c95,1,mysql.com,10000,1,0,43747,66245,46,4,2,5,4,2,6,5,0
dd1961ff-b447-4e4a-bb8f-1c813ea9c755,1,mysql.com,10000,1,1,32498,88743,46,2,4,2,4,2,4,3,1
34a34895-0f43-41b8-b45c-98e34ee0668b,6,ucoz.com,10000,1,0,43747,54996,38,2,2,4,6,3,3,3,1
972b2a03-2c4f-450a-96f7-4db8c6751dbf,4,mysql.com,21249,4,0,21249,21249,46,3,1,1,5,1,6,3,1
53771871-3ae0-413d-8815-ca51b37a5139,2,fastcompany.com,10000,1,1,43747,43747,46,1,1,5,2,1,4,3,1
956edf94-1769-47d0-a39d-93926a1789e1,1,fastcompany.com,10000,1,0,10000,21249,38,4,3,3,2,4,4,5,0
20c648a0-122d-4422-8e68-8438e95fc658,2,mysql.com,32498,1,1,88743,32498,42,6,1,2,5,1,3,2,0
275c2689-262d-49d0-af37-0676c2c6025b,0,timesonline.co.uk,10000,5,1,77494,66245,38,6,2,1,4,2,1,2,0
9181dab1-f1bb-4940-b5f9-255d07ac537b,2,timesonline.co.uk,21249,1,0,88743,32498,42,1,2,4,1,2,2,1,1
cbc188fe-c40a-4007-abb3-698e539d1f0b,4,ucoz.com,10000,1,1,32498,54996,50,4,2,2,3,1,6,5,1
3da337d9-0592-4cfe-8033-c59ae93944d6,1,mysql.com,21249,4,0,10000,54996,34,3,2,5,5,1,3,4,0
370c7f94-4403-476e-8d8e-fc76162428ad,2,fastcompany.com,32498,5,1,66245,21249,46,1,2,4,3,2,2,5,0
9c01ec62-70f8-4547-bb86-591a6b2264c0,2,fastcompany.com,21249,5,0,43747,66245,50,3,1,6,6,1,4,3,1
271d8ace-0ba3-4b5e-a1b9-7b302400ed1c,0,mysql.com,32498,1,0,32498,32498,38,5,1,2,4,4,2,5,0
e70b855f-7a1d-4e48-a6bc-0a1a22c24c23,0,admin.ch,10000,2,1,10000,21249,34,5,1,6,2,1,3,4,1
4ed03673-09f8-4467-99b7-937206ccef57,4,mysql.com,21249,1,0,88743,43747,38,5,1,1,4,1,6,2,1
7d8172ec-f545-43df-8baa-01c4a22845da,2,ucoz.com,21249,5,1,88743,43747,46,0,1,6,2,5,6,2,1
30ee87d1-7804-4ae1-80f0-e0552c7a75f7,3,fastcompany.com,21249,1,1,21249,43747,42,2,1,3,3,1,4,5,1
ea3a37bc-e0ab-440a-9fac-5ff181c206a4,2,admin.ch,21249,3,0,43747,32498,42,6,2,6,3,1,3,4,0
9482ede3-9252-4f13-9591-4de842af59bd,2,mysql.com,10000,1,1,66245,43747,38,1,2,4,4,2,6,4,1
1d33f6eb-bf5d-471f-a6a8-4df73594c6d3,4,mysql.com,21249,1,0,10000,32498,38,1,4,5,2,1,4,5,1
dca7431e-f118-4bc7-8875-08f294bd201c,5,ucoz.com,21249,1,0,77494,54996,34,1,3,6,2,2,4,3,1
98db17d2-b524-4d77-9019-5d80c330bf2f,0,ucoz.com,21249,1,1,43747,54996,34,5,2,4,5,1,4,5,1
c3acc86f-2d6c-4018-8a5c-164f03d3ee6a,4,fastcompany.com,10000,2,0,21249,43747,42,3,1,5,4,2,6,5,0
e17c83eb-5f5a-44f0-be9f-8035ebec8324,2,ucoz.com,32498,1,0,32498,54996,46,4,1,3,1,1,2,5,0
b1776955-22ca-448b-8f15-002b2c3fe954,3,fastcompany.com,32498,2,1,88743,43747,42,0,2,6,2,2,2,5,1
ce5a4d1e-07d5-415c-9e67-80a0819336c5,3,admin.ch,10000,5,1,77494,43747,42,2,2,6,5,1,2,5,1
23fb15be-1a11-4330-bc44-f8146a76a470,3,ucoz.com,21249,2,0,43747,43747,38,3,3,2,2,2,6,5,1
b02216ec-7857-46e2-af6e-c15ac71bc811,1,mysql.com,21249,5,1,43747,21249,46,2,3,3,1,2,3,2,0
6755acd3-71a5-4d9a-9746-4c4cfd1ddef5,5,admin.ch,21249,5,1,77494,21249,50,1,2,3,4,1,5,5,1
ce648504-5ab0-43e3-afd8-a54d70d3ce1e,2,admin.ch,21249,3,0,32498,66245,42,1,2,5,6,2,2,4,1
dc9d165c-304e-4145-9b8f-3ffe64bfa55b,3,nih.gov,10000,2,0,54996,32498,38,4,2,5,3,1,3,5,1
68ddf883-a187-4265-b9f2-b0d9ff4fd349,4,fastcompany.com,32498,5,0,21249,43747,42,4,1,6,5,1,5,3,1
5f719963-2e6b-43ab-bfc3-eb2c585a06b3,5,ucoz.com,10000,1,1,54996,32498,46,5,1,1,4,2,5,5,1
97de6d97-4a46-419b-8d26-4532bf135dc2,4,mysql.com,10000,2,1,54996,43747,34,2,2,4,1,2,3,3,1
28cf74ab-2989-42d6-b88d-d16397e06564,2,mysql.com,10000,4,1,66245,10000,38,6,2,4,2,2,7,3,1
1f37e050-2550-4a5c-a081-11f03aafea5e,0,nih.gov,21249,2,0,66245,54996,42,6,1,3,7,1,2,5,0
28107603-6553-494f-924d-a48a0f14c09b,2,ucoz.com,21249,2,1,54996,43747,50,5,1,1,2,2,4,5,0
f7e35c5c-2ca2-49ad-a0f8-0c49908b2ed3,4,mysql.com,21249,2,0,66245,32498,46,3,2,5,4,1,4,5,0
337dca05-63af-4286-9c24-ac87ec7a873e,5,timesonline.co.uk,21249,4,1,43747,77494,46,0,3,3,2,2,4,4,1
255098d1-11e4-47e8-8837-2741a768f73f,2,nih.gov,10000,2,0,66245,88743,38,1,1,6,3,1,2,5,1
0ef1775a-a02b-443a-b960-87fefd6296e3,1,admin.ch,10000,5,1,88743,21249,38,6,1,6,4,1,4,3,0
6c32b9dd-0c7a-4c3d-b721-fd8de1140d8d,3,mysql.com,10000,1,1,77494,66245,34,1,1,5,1,1,6,4,1
2c1055af-94d1-4a2b-8358-a2bf2cd34714,3,fastcompany.com,21249,4,1,66245,32498,34,0,2,6,1,2,3,3,1
46be2f14-886b-4391-a419-e4eeb6980ef7,1,fastcompany.com,10000,5,0,21249,43747,46,2,3,6,4,1,6,5,1
75df698c-dba3-4773-8354-56777759b2ed,6,admin.ch,21249,3,0,88743,66245,46,2,2,3,7,1,7,3,0
3aba075c-fddf-4fa5-b379-d71da30e77db,1,timesonline.co.uk,21249,2,1,43747,54996,42,1,1,6,3,2,5,2,0
3067af9b-a573-43e1-a3b6-b867409618fb,1,timesonline.co.uk,21249,2,1,43747,10000,46,1,2,1,2,2,3,2,0
822dd64a-acda-46a8-b8ec-517dde79e8a4,5,mysql.com,10000,1,1,66245,66245,38,5,2,2,4,1,4,3,1
6b49e640-0071-43e7-911c-9c16e9f2a845,5,admin.ch,21249,1,1,66245,66245,38,3,2,5,2,4,7,5,1
f61ca6a1-0888-4e07-8c52-f1684b192813,4,admin.ch,21249,1,0,88743,54996,50,1,1,2,2,3,4,3,1
db7b50c0-d47c-4e74-a5a7-6777e62b01ee,5,mysql.com,32498,3,0,77494,32498,38,6,3,2,5,4,2,5,1
f69414d1-493c-4c97-933b-fa3b10a4f7c0,0,fastcompany.com,21249,5,1,88743,10000,38,0,2,4,5,2,5,4,0
ab74c343-0f5e-452c-9eb5-f5887198adbe,1,mysql.com,21249,2,1,21249,43747,42,1,1,6,2,2,3,4,0
6a764b91-474e-4b22-9b9b-5ca4b753ac1e,3,admin.ch,43747,5,0,66245,43747,38,1,1,5,1,2,4,1,1
6557682f-5499-471b-9b47-4daf88112d37,2,fastcompany.com,10000,1,0,66245,43747,34,3,2,2,4,2,4,3,1
25225c1c-d5ea-4bb7-91f7-bc279647d99d,1,fastcompany.com,32498,2,1,10000,21249,34,3,1,4,4,1,4,5,1
5c870d44-1f64-4e28-a47d-9e1eb52054b6,6,mysql.com,32498,1,1,77494,32498,34,3,2,1,2,1,5,5,1
3bf96664-7b76-44ef-beda-f0cbafca1d02,1,timesonline.co.uk,10000,1,1,10000,43747,50,3,3,6,2,1,6,5,1
791adf13-c920-41f6-94f3-f6c2b04380f0,3,timesonline.co.uk,21249,5,1,21249,43747,34,1,1,3,3,2,3,5,1
48aeb8a9-19a1-4d0b-9c66-4206cab58e74,3,timesonline.co.uk,21249,1,0,32498,88743,34,3,1,4,2,1,3,5,1
429c1244-32da-4bbd-9fc1-a5e8460af0cf,2,nih.gov,10000,5,0,21249,43747,30,0,1,5,5,2,2,2,1
d0cb82b5-c190-4736-9d33-dc6c33593497,3,nih.gov,21249,3,0,54996,54996,42,2,2,2,3,1,7,4,1
7aec02b9-5566-4980-b73b-4820616825fa,4,fastcompany.com,10000,4,1,10000,66245,42,5,2,4,6,2,7,3,0
51322b45-f795-453f-84c8-59d99e7218c0,0,ucoz.com,21249,1,1,77494,54996,42,1,3,1,5,4,3,5,1
86083c99-8e12-4127-a4ec-0eee84f0064c,1,fastcompany.com,10000,2,1,10000,54996,34,2,2,5,5,3,3,2,0
d8d70c08-cdb6-480e-b15f-b7874fb60078,4,mysql.com,10000,1,1,21249,32498,50,2,2,5,4,3,5,5,1
9fca3bf8-347a-44ab-b8ad-164372c1d80f,1,nih.gov,21249,1,0,32498,10000,38,0,1,2,3,1,5,5,0
e61c6d4d-1961-49b4-965b-853515e3c872,6,timesonline.co.uk,10000,1,1,32498,10000,42,6,2,1,4,3,4,3,1
1354897b-6a1e-4d01-a4ff-1dbffc26e76e,3,ucoz.com,43747,1,0,54996,21249,34,4,1,5,1,2,2,5,0
4618bd53-a9a9-4922-80de-7082f8a665d5,4,admin.ch,10000,1,0,77494,32498,42,2,1,5,3,2,3,5,1
19e9040f-8804-438b-81f2-e6fc824ccf14,1,mysql.com,32498,3,0,77494,66245,46,1,1,5,5,4,4,2,1
898ff2bf-a52d-4b45-9102-b63ab9bd57b1,3,mysql.com,21249,3,1,77494,32498,46,0,3,4,2,1,3,5,1
d3d7f347-1466-4459-bad2-30ebac9c28b9,1,nih.gov,10000,2,0,43747,21249,38,1,1,1,7,2,4,3,1
efbdb5a1-87d7-4e65-bf54-a742ef0b6129,2,fastcompany.com,21249,1,1,88743,32498,50,4,4,4,2,2,3,3,1
5d648744-a265-4739-9085-15645cb1e193,4,mysql.com,32498,1,1,54996,32498,46,3,2,4,2,4,5,3,1
10a468b4-c71b-4596-88d9-630367facd8c,3,fastcompany.com,10000,4,1,88743,21249,42,0,2,5,4,2,6,3,1
8a2f6efd-f754-47ec-8b17-d35a5ae2e88f,1,mysql.com,21249,5,1,54996,66245,46,2,3,6,2,1,5,1,0
96047536-563c-4e85-b6a4-9782a3c16dc7,2,nih.gov,21249,1,1,66245,54996,46,2,2,5,2,1,4,4,1
da2ec2fb-3450-438c-b810-731bc62a5d00,1,ucoz.com,21249,5,0,21249,32498,34,2,1,6,1,3,4,2,0
66f3f055-5977-43ea-abf1-d1f620aa195b,5,admin.ch,21249,1,0,54996,21249,30,1,1,2,3,3,4,5,1
473eeba6-8488-480a-a642-e4d2f20e5882,3,fastcompany.com,43747,1,0,88743,10000,38,6,3,1,5,2,4,4,1
7754747f-73b9-434e-8784-3c05fda110c9,2,fastcompany.com,21249,1,0,32498,66245,38,4,2,1,5,1,3,3,1
a6776e2d-0a63-4083-9e02-e6b3112bee80,4,fastcompany.com,21249,5,0,32498,77494,34,1,4,2,2,3,6,3,1
fbb99d41-150e-4f2f-be8c-3efc4a62eae7,2,ucoz.com,10000,5,0,66245,21249,46,2,1,6,3,1,5,5,1
9e941cc6-16dc-4c46-b3b1-d67c4be2d975,0,mysql.com,10000,1,1,10000,10000,34,3,2,4,2,1,1,1,0
43255686-21a9-4667-a43c-ee9814e1b61b,2,admin.ch,10000,1,1,66245,21249,46,6,2,4,5,1,4,2,1
7474aa03-a3c9-409f-bb3e-9e0323d5c048,0,nih.gov,21249,1,1,66245,66245,38,2,1,6,1,2,3,3,0
69bb969c-efde-4d89-b55d-a2619db709b8,5,ucoz.com,10000,1,1,43747,66245,34,2,2,1,7,1,7,5,1
9e0df2f3-9bd2-4dc9-8f39-4c6da596c2bb,4,admin.ch,10000,1,0,21249,10000,30,4,2,5,4,2,3,5,1
c33f6d79-225f-4fd5-af9e-a85928dc3090,4,nih.gov,10000,1,1,77494,77494,38,0,2,6,3,1,2,3,1
b43125c3-9c11-432a-91c4-f3d526351a10,2,mysql.com,32498,1,1,21249,66245,30,1,1,4,2,2,7,5,0
bc080f70-0d11-44fb-b970-a5ba3bace1bd,6,nih.gov,10000,5,0,32498,32498,42,3,2,3,5,2,4,4,1
125b7092-1ce7-4b26-aef2-c77fe8516d6a,2,ucoz.com,32498,1,0,66245,43747,38,1,3,6,6,2,4,2,1
b53fb9be-2395-45cb-a67a-bbb18c503e49,1,ucoz.com,10000,5,0,32498,21249,50,3,2,2,3,3,3,4,1
ae035a4f-346b-4847-aee8-f0dedb5f0d08,3,fastcompany.com,32498,3,0,54996,10000,38,5,3,3,3,2,3,5,1
b62f4250-58f6-47fb-ab0d-d861b99e4bea,4,mysql.com,32498,1,1,88743,21249,50,1,1,2,5,1,5,5,0
76180411-cc80-41db-81ed-b615b620f55c,6,ucoz.com,10000,2,1,88743,32498,34,4,2,5,2,1,2,3,1
867b8862-9526-4256-821c-f4cef38e03fd,1,mysql.com,10000,3,1,21249,32498,42,3,1,1,4,1,3,5,1
d6bdafe5-b789-46a3-923a-d82a2963a6f6,0,ucoz.com,10000,1,1,54996,21249,46,3,1,2,1,1,6,5,0
9664eb3e-0447-4238-b341-e7ac7108497c,2,admin.ch,32498,2,1,54996,32498,46,6,2,3,3,2,7,4,1
